Fasta headers	Protein IDs	Majority protein IDs	Norm_abundance_PAD4_rep1	Norm_abundance_PAD4_rep2	Norm_abundance_PAD4_rep3	Norm_abundance_PAD4_rep4	Norm_abundance_YFP_rep1	Norm_abundance_YFP_rep2	Norm_abundance_YFP_rep3	Norm_abundance_YFP_rep4	log2_PAD4_vs_YFP	pval_PAD4_vs_YFP
"AT5G22330.1 | Symbols: ATTIP49A, RIN1 | P-loop containing nucleoside triphosphate hydrolases superfamily protein | chr5:7391026-7394071 REVERSE LENGTH=458"	AT5G22330.1	AT5G22330.1	22.84483	24.34069	24.00462	24.8761	21.33657	21.87388	22.02252	21.91119	2.230519772	0.002742557
AT5G22580.1 | Symbols:  | Stress responsive A/B Barrel Domain | chr5:7502709-7503137 FORWARD LENGTH=111	AT5G22580.1	AT5G22580.1	22.837	22.35762	22.47956	21.9402	22.01879	20.07559	20.11898	19.56723	1.958445072	0.013883827
AT5G22640.2 | Symbols: emb1211 | MORN (Membrane Occupation and Recognition Nexus) repeat-containing protein | chr5:7529423-7533641 FORWARD LENGTH=752;AT5G22640.1 | Symbols: emb1211 | MORN (Membrane Occupation and Recognition Nexus) repeat-containing protei	AT5G22640.2;AT5G22640.1	AT5G22640.2;AT5G22640.1	21.72172	21.58399	21.53535	22.05669	19.15463	18.79761	20.53168	19.85835	2.138867855	0.001800701
AT5G22770.3 | Symbols: alpha-ADR | alpha-adaptin | chr5:7579844-7588026 REVERSE LENGTH=1012;AT5G22770.2 | Symbols: alpha-ADR | alpha-adaptin | chr5:7579844-7588026 REVERSE LENGTH=1012;AT5G22770.1 | Symbols: alpha-ADR | alpha-adaptin | chr5:7579844-7588026	AT5G22770.3;AT5G22770.2;AT5G22770.1;AT5G22780.1	AT5G22770.3;AT5G22770.2;AT5G22770.1;AT5G22780.1	23.27583	22.97551	23.30939	23.30966	20.22734	22.08076	22.40606	22.3162	1.460007668	0.031073679
"AT5G22800.1 | Symbols: EMB86, EMB1030, EMB263 | Alanyl-tRNA synthetase, class IIc | chr5:7616221-7619961 REVERSE LENGTH=978"	AT5G22800.1	AT5G22800.1	24.6202	24.33756	23.8783	23.75522	21.75987	19.06584	23.33129	20.42949	3.001194954	0.018328373
AT5G23040.1 | Symbols: CDF1 | Protein of unknown function (DUF3353) | chr5:7729465-7730930 REVERSE LENGTH=258	AT5G23040.1	AT5G23040.1	22.51973	19.46199	22.74191	22.77862	19.84423	21.2581	20.2192	20.01857	1.540538788	0.125795397
AT5G23060.1 | Symbols: CaS | calcium sensing receptor | chr5:7736760-7738412 REVERSE LENGTH=387	AT5G23060.1	AT5G23060.1	28.55443	28.61849	28.3452	28.44118	27.32869	27.06394	27.32637	27.43857	1.20043087	2.03E-05
"AT5G23120.1 | Symbols: HCF136 | photosystem II stability/assembly factor, chloroplast (HCF136) | chr5:7778154-7780463 FORWARD LENGTH=403"	AT5G23120.1	AT5G23120.1	25.29007	25.06842	25.30567	24.99231	25.15977	24.39408	24.03288	24.85105	0.554669857	0.077330336
"AT5G23140.1 | Symbols: CLPP2, NCLPP7 | nuclear-encoded CLP protease P7 | chr5:7783811-7784826 FORWARD LENGTH=241"	AT5G23140.1	AT5G23140.1	24.98185	24.95429	24.44815	24.18548	22.59085	22.22762	21.97677	22.44955	2.331247807	6.39E-05
AT5G23540.1 | Symbols:  | Mov34/MPN/PAD-1 family protein | chr5:7937772-7939339 FORWARD LENGTH=308;AT5G23540.2 | Symbols:  | Mov34/MPN/PAD-1 family protein | chr5:7938109-7939339 FORWARD LENGTH=259	AT5G23540.1;AT5G23540.2	AT5G23540.1;AT5G23540.2	24.83957	24.53505	24.99356	24.30598	23.42047	23.48702	22.84178	22.86425	1.5151577	0.000619541
"AT5G23630.1 | Symbols: PDR2, MIA | phosphate deficiency response 2 | chr5:7960756-7967644 REVERSE LENGTH=1179"	AT5G23630.1	AT5G23630.1	22.07094	21.6891	22.21638	22.3443	20.51642	20.71172	21.67145	19.54531	1.46895647	0.018480826
AT5G23740.1 | Symbols: RPS11-BETA | ribosomal protein S11-beta | chr5:8008251-8009330 REVERSE LENGTH=159	AT5G23740.1	AT5G23740.1	22.96533	23.31368	23.06625	22.15131	24.54475	23.90343	22.66338	23.47023	-0.771306038	0.150629993
AT5G23860.2 | Symbols: TUB8 | tubulin beta 8 | chr5:8042962-8044528 FORWARD LENGTH=449;AT5G23860.1 | Symbols: TUB8 | tubulin beta 8 | chr5:8042962-8044528 FORWARD LENGTH=449	AT5G23860.2;AT5G23860.1	AT5G23860.2;AT5G23860.1	25.03796	25.13301	24.68902	25.17851	23.84527	23.44215	21.26949	24.03263	1.86223793	0.028206994
"AT5G24020.1 | Symbols: MIND, ARC11, ATMIND1 | septum site-determining protein (MIND) | chr5:8116731-8117711 FORWARD LENGTH=326"	AT5G24020.1	AT5G24020.1	22.93254	23.42188	23.79422	24.57283	19.56231	19.77227	19.55337	22.29367	3.384958267	0.004104496
AT5G24210.1 | Symbols:  | alpha/beta-Hydrolases superfamily protein | chr5:8217877-8219466 FORWARD LENGTH=350	AT5G24210.1	AT5G24210.1	19.16616	22.61403	22.46154	22.34215	19.08495	19.62251	19.04923	20.9935	1.958426952	0.083612939
"AT5G24490.1 | Symbols:  | 30S ribosomal protein, putative | chr5:8365690-8367178 FORWARD LENGTH=308"	AT5G24490.1	AT5G24490.1	23.23621	23.8798	23.60071	23.77977	20.25046	20.7998	19.87037	23.76961	2.451560497	0.034142642
"AT5G24520.3 | Symbols: TTG1, TTG | Transducin/WD40 repeat-like superfamily protein | chr5:8371708-8372733 REVERSE LENGTH=341;AT5G24520.2 | Symbols: TTG1, TTG | Transducin/WD40 repeat-like superfamily protein | chr5:8371708-8372733 REVERSE LENGTH=341;AT5G24"	AT5G24520.3;AT5G24520.2;AT5G24520.1	AT5G24520.3;AT5G24520.2;AT5G24520.1	22.03587	22.36656	22.11902	22.35089	18.62537	20.16479	20.58546	21.79138	1.926335812	0.026517885
AT5G24530.1 | Symbols: DMR6 | 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein | chr5:8378964-8383154 FORWARD LENGTH=341	AT5G24530.1	AT5G24530.1	22.74226	19.35055	19.49837	20.61379	24.86557	24.31948	20.55342	22.95584	-2.622334957	0.078799653
AT5G24650.1 | Symbols:  | Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein | chr5:8437123-8438859 FORWARD LENGTH=259	AT5G24650.1	AT5G24650.1	24.78955	23.90573	24.67282	24.51959	21.28173	20.48598	20.65359	20.34066	3.781436443	1.15E-05
AT5G24690.1 | Symbols:  | Protein of unknown function (DUF3411) | chr5:8455783-8458513 REVERSE LENGTH=521	AT5G24690.1	AT5G24690.1	23.3098	23.84518	23.27185	23.17281	20.60852	23.57589	22.58146	21.17122	1.415637016	0.0861472
AT5G24710.1 | Symbols:  | Transducin/WD40 repeat-like superfamily protein | chr5:8459148-8467920 REVERSE LENGTH=1377	AT5G24710.1	AT5G24710.1	21.64359	18.90127	19.44288	18.06682	21.83268	19.17262	21.39373	21.23216	-1.394156933	0.199403919
AT5G24810.1 | Symbols:  | ABC1 family protein | chr5:8516902-8522616 REVERSE LENGTH=1009;AT5G24810.2 | Symbols:  | ABC1 family protein | chr5:8516902-8522616 REVERSE LENGTH=1040	AT5G24810.1;AT5G24810.2	AT5G24810.1;AT5G24810.2	19.41122	20.33167	20.86106	21.12799	19.27635	20.32315	20.39219	18.97606	0.691047668	0.234682791
AT5G25230.1 | Symbols:  | Ribosomal protein S5/Elongation factor G/III/V family protein | chr5:8739709-8743594 FORWARD LENGTH=973;AT1G06220.2 | Symbols: MEE5 | Ribosomal protein S5/Elongation factor G/III/V family protein | chr1:1900524-1904583 FORWARD LEN	AT5G25230.1;AT1G06220.2;AT1G06220.1	AT5G25230.1;AT1G06220.2;AT1G06220.1	19.84707	20.46691	21.01597	19.57962	19.0142	19.83286	20.4418	19.87034	0.437594414	0.354026885
AT5G25250.1 | Symbols:  | SPFH/Band 7/PHB domain-containing membrane-associated protein family | chr5:8749774-8751430 FORWARD LENGTH=470;AT5G64870.1 | Symbols:  | SPFH/Band 7/PHB domain-containing membrane-associated protein family | chr5:25929776-25931308	AT5G25250.1;AT5G64870.1	AT5G25250.1;AT5G64870.1	23.12714	22.70104	22.1523	18.26695	18.85232	20.50744	20.47828	18.85591	1.88836813	0.170348019
AT5G25260.1 | Symbols:  | SPFH/Band 7/PHB domain-containing membrane-associated protein family | chr5:8752751-8754282 FORWARD LENGTH=463	AT5G25260.1	AT5G25260.1	24.83089	25.5817	24.98668	25.34665	24.01154	24.01801	24.43517	23.67282	1.152092934	0.002483657
AT5G25757.1 | Symbols:  | RNA polymerase I-associated factor PAF67 | chr5:8965515-8967460 REVERSE LENGTH=514;AT5G25754.1 | Symbols:  | RNA polymerase I-associated factor PAF67 | chr5:8953564-8955511 FORWARD LENGTH=514	AT5G25757.1;AT5G25754.1	AT5G25757.1;AT5G25754.1	23.04148	22.9619	23.15495	23.4968	20.24665	21.78975	22.35606	22.80629	1.364094734	0.053855501
"AT5G25980.3 | Symbols: TGG2, BGLU37 | glucoside glucohydrolase 2 | chr5:9072730-9075143 FORWARD LENGTH=467;AT5G25980.1 | Symbols: TGG2, BGLU37 | glucoside glucohydrolase 2 | chr5:9072730-9075143 FORWARD LENGTH=467;AT5G25980.2 | Symbols: TGG2, BGLU37 | gluc"	AT5G25980.3;AT5G25980.1;AT5G25980.2;AT5G48375.1	AT5G25980.3;AT5G25980.1;AT5G25980.2	26.33821	26.17223	25.96501	25.81978	26.37587	26.46966	26.49506	25.95367	-0.249759197	0.191883819
"AT5G26000.2 | Symbols: TGG1, BGLU38 | thioglucoside glucohydrolase 1 | chr5:9080009-9082347 REVERSE LENGTH=456;AT5G26000.1 | Symbols: TGG1, BGLU38 | thioglucoside glucohydrolase 1 | chr5:9079678-9082347 REVERSE LENGTH=541"	AT5G26000.2;AT5G26000.1	AT5G26000.2;AT5G26000.1	26.45817	26.53326	26.16617	25.44367	25.80767	24.77771	24.56622	25.12758	1.080521584	0.026156823
AT5G26210.1 | Symbols: AL4 | alfin-like 4 | chr5:9158566-9160221 REVERSE LENGTH=255;AT5G20510.1 | Symbols: AL5 | alfin-like 5 | chr5:6939991-6942846 REVERSE LENGTH=260	AT5G26210.1;AT5G20510.1	AT5G26210.1;AT5G20510.1	21.34571	21.56123	21.19724	21.74665	19.64304	19.88853	21.44826	21.2296	0.910348415	0.10355181
"AT5G26340.1 | Symbols: MSS1, STP13, ATSTP13 | Major facilitator superfamily protein | chr5:9243851-9246994 REVERSE LENGTH=526"	AT5G26340.1	AT5G26340.1	23.90628	25.05043	23.92678	24.5741	21.97572	19.91256	21.19974	23.7543	2.653817177	0.020467397
AT5G26360.1 | Symbols:  | TCP-1/cpn60 chaperonin family protein | chr5:9255561-9258891 REVERSE LENGTH=555	AT5G26360.1	AT5G26360.1	19.91661	20.15202	20.84322	19.60414	25.20505	26.28284	26.25667	23.97412	-5.300672531	0.000124013
"AT5G26710.1 | Symbols:  | Glutamyl/glutaminyl-tRNA synthetase, class Ic | chr5:9305673-9308247 FORWARD LENGTH=719"	AT5G26710.1	AT5G26710.1	24.15499	24.72786	23.45701	23.2267	20.71467	20.3291	21.76511	20.78648	2.992799759	0.000616251
AT5G26742.1 | Symbols: emb1138 | DEAD box RNA helicase (RH3) | chr5:9285540-9288871 REVERSE LENGTH=747;AT5G26742.2 | Symbols: emb1138 | DEAD box RNA helicase (RH3) | chr5:9285540-9288871 REVERSE LENGTH=748;AT5G26742.3 | Symbols: emb1138 | DEAD box RNA heli	AT5G26742.1;AT5G26742.2;AT5G26742.3	AT5G26742.1;AT5G26742.2;AT5G26742.3	25.68678	24.81534	26.21767	25.37302	27.64911	26.77543	27.72084	27.83388	-1.97161293	0.002059092
AT5G26830.1 | Symbols:  | Threonyl-tRNA synthetase | chr5:9437351-9441568 FORWARD LENGTH=709	AT5G26830.1	AT5G26830.1	24.94033	24.71743	23.94869	23.84805	23.83827	22.13226	21.38286	23.03951	1.765400887	0.025896908
"AT5G26860.1 | Symbols: LON_ARA_ARA, LON1 | lon protease 1 | chr5:9451183-9456631 FORWARD LENGTH=940"	AT5G26860.1;AT3G05780.1	AT5G26860.1	20.43278	20.38953	21.33544	21.04053	21.74729	19.71768	17.75852	19.7872	1.046895981	0.262561603
AT5G26920.2 | Symbols: CBP60G | Cam-binding protein 60-like G | chr5:9475860-9478448 FORWARD LENGTH=555;AT5G26920.1 | Symbols: CBP60G | Cam-binding protein 60-like G | chr5:9475860-9478448 FORWARD LENGTH=563	AT5G26920.2;AT5G26920.1	AT5G26920.2;AT5G26920.1	22.22182	22.36602	23.15618	22.91446	19.03224	20.12846	19.86645	19.80629	2.956260681	9.70E-05
AT5G27120.1 | Symbols:  | NOP56-like pre RNA processing ribonucleoprotein | chr5:9541287-9543684 FORWARD LENGTH=533	AT5G27120.1	AT5G27120.1	22.87646	22.5029	22.73207	19.73181	22.01638	22.2558	22.72719	22.88168	-0.509451866	0.534662791
"AT5G27380.1 | Symbols: GSH2, GSHB | glutathione synthetase 2 | chr5:9668211-9670912 REVERSE LENGTH=539"	AT5G27380.1	AT5G27380.1	27.60795	27.1418	27.1207	26.33448	22.43275	24.24402	22.3839	23.04143	4.025707245	0.00021213
AT5G27470.1 | Symbols:  | seryl-tRNA synthetase / serine--tRNA ligase | chr5:9695087-9697154 FORWARD LENGTH=451	AT5G27470.1	AT5G27470.1	22.04584	22.32009	22.6756	19.71083	19.66519	19.98128	19.17455	20.09512	1.959055901	0.031624526
"AT5G27640.1 | Symbols: TIF3B1, EIF3B, ATEIF3B-1, EIF3B-1, ATTIF3B1 | translation initiation factor 3B1 | chr5:9781207-9784759 REVERSE LENGTH=712;AT5G27640.2 | Symbols: TIF3B1, EIF3B, ATEIF3B-1, EIF3B-1, ATTIF3B1 | translation initiation factor 3B1 | chr5:9"	AT5G27640.1;AT5G27640.2;AT5G25780.1	AT5G27640.1;AT5G27640.2;AT5G25780.1	24.76172	24.62923	24.90178	24.55479	23.30994	23.87136	24.2371	24.11791	0.827802658	0.009309488
AT5G27700.1 | Symbols:  | Ribosomal protein S21e  | chr5:9807541-9808048 REVERSE LENGTH=82	AT5G27700.1	AT5G27700.1	24.67976	24.86905	24.16469	24.74088	20.19995	22.54045	20.36671	22.71173	3.158887863	0.003925069
AT5G27770.1 | Symbols:  | Ribosomal L22e protein family | chr5:9836166-9837113 FORWARD LENGTH=124	AT5G27770.1	AT5G27770.1	22.45736	23.35232	22.9771	22.36951	20.67494	19.22635	21.92105	24.03716	1.324201107	0.251957802
AT5G27840.1 | Symbols: TOPP8 | Calcineurin-like metallo-phosphoesterase superfamily protein | chr5:9863311-9864828 REVERSE LENGTH=318;AT5G27840.2 | Symbols: TOPP8 | Calcineurin-like metallo-phosphoesterase superfamily protein | chr5:9863465-9864828 REVERSE	AT5G27840.1;AT5G27840.2;AT3G05580.1	AT5G27840.1;AT5G27840.2	22.20359	21.70717	22.99805	22.52013	20.20231	19.71282	21.02704	19.91246	2.143580914	0.001654348
AT5G27850.1 | Symbols:  | Ribosomal protein L18e/L15 superfamily protein | chr5:9873169-9874297 FORWARD LENGTH=187	AT5G27850.1	AT5G27850.1	23.47197	23.07182	23.57808	23.72972	25.2143	22.87324	22.69417	23.20302	-0.033286572	0.957493532
AT5G28050.1 | Symbols:  | Cytidine/deoxycytidylate deaminase family protein | chr5:10044209-10045755 REVERSE LENGTH=185;AT5G28050.2 | Symbols:  | Cytidine/deoxycytidylate deaminase family protein | chr5:10044209-10045484 REVERSE LENGTH=204	AT5G28050.1;AT5G28050.2	AT5G28050.1;AT5G28050.2	22.79038	22.81525	21.64223	22.42928	21.75247	19.94925	20.3487	20.11907	1.876912117	0.008993156
AT5G28060.1 | Symbols:  | Ribosomal protein S24e family protein | chr5:10069791-10070792 REVERSE LENGTH=133	AT5G28060.1	AT5G28060.1	23.85186	23.80391	23.17942	23.44935	24.36693	23.60365	23.91561	23.90389	-0.37638855	0.142849316
AT5G28540.1 | Symbols: BIP1 | heat shock protein 70 (Hsp 70) family protein | chr5:10540665-10543274 REVERSE LENGTH=669	AT5G28540.1	AT5G28540.1	28.54329	28.43082	28.72933	28.95416	33.73671	33.46002	34.08892	33.9238	-5.137961864	1.11E-07
"AT5G28840.2 | Symbols: GME | GDP-D-mannose 3,5-epimerase | chr5:10862472-10864024 REVERSE LENGTH=377;AT5G28840.1 | Symbols: GME | GDP-D-mannose 3,5-epimerase | chr5:10862472-10864024 REVERSE LENGTH=377"	AT5G28840.2;AT5G28840.1	AT5G28840.2;AT5G28840.1	24.7103	24.76101	24.75522	24.39565	25.95797	25.01248	25.09301	24.2068	-0.412020683	0.30621613
"AT5G30510.1 | Symbols: RPS1, ARRPS1 | ribosomal protein S1 | chr5:11619262-11621223 REVERSE LENGTH=416"	AT5G30510.1	AT5G30510.1	28.49247	28.51664	28.0248	27.55983	27.43317	26.9718	26.59263	26.84398	1.188041687	0.006077555
"AT5G33320.1 | Symbols: CUE1, PPT, ARAPPT | Glucose-6-phosphate/phosphate translocator-related | chr5:12588950-12591408 FORWARD LENGTH=408"	AT5G33320.1	AT5G33320.1	21.37904	20.64632	21.72288	21.31965	19.82541	19.20152	19.00715	22.0233	1.252628326	0.135984514
AT5G35360.1 | Symbols: CAC2 | acetyl Co-enzyme a carboxylase biotin carboxylase subunit | chr5:13584300-13588268 FORWARD LENGTH=537;AT5G35360.3 | Symbols: CAC2 | acetyl Co-enzyme a carboxylase biotin carboxylase subunit | chr5:13584300-13588163 FORWARD LEN	AT5G35360.1;AT5G35360.3;AT5G35360.2	AT5G35360.1;AT5G35360.3;AT5G35360.2	26.50779	26.9824	26.31974	26.58104	26.21373	25.99382	24.65709	25.21278	1.078384876	0.031112391
AT5G35530.1 | Symbols:  | Ribosomal protein S3 family protein | chr5:13710355-13712192 REVERSE LENGTH=248	AT5G35530.1	AT5G35530.1	24.36726	24.36205	23.8798	23.88604	23.39205	23.03664	23.16935	22.59377	1.075835705	0.002632493
AT5G35590.1 | Symbols: PAA1 | proteasome alpha subunit A1 | chr5:13765417-13767768 REVERSE LENGTH=246	AT5G35590.1	AT5G35590.1	23.16366	23.14647	22.70771	19.80125	28.50218	27.65983	27.11376	27.46521	-5.480472565	0.000702322
"AT5G35620.2 | Symbols: LSP1, EIF(ISO)4E, LSP, EIF4E2, eIFiso4E | Eukaryotic initiation factor 4E protein | chr5:13825570-13826331 REVERSE LENGTH=167;AT5G35620.1 | Symbols: LSP1, EIF(ISO)4E, LSP, EIF4E2, eIFiso4E | Eukaryotic initiation factor 4E protein |"	AT5G35620.2;AT5G35620.1	AT5G35620.2;AT5G35620.1	22.73806	23.40458	22.99098	22.60236	22.14271	22.32841	19.11696	20.2307	1.979300499	0.047063722
"AT5G35630.3 | Symbols: GS2, GLN2, ATGSL1 | glutamine synthetase 2 | chr5:13831220-13833239 FORWARD LENGTH=430;AT5G35630.2 | Symbols: GS2, GLN2, ATGSL1 | glutamine synthetase 2 | chr5:13831220-13833239 FORWARD LENGTH=430;AT5G35630.1 | Symbols: GS2, GLN2, AT"	AT5G35630.3;AT5G35630.2;AT5G35630.1	AT5G35630.3;AT5G35630.2;AT5G35630.1	27.98951	28.02396	27.95244	27.91354	28.46057	27.44577	27.02052	27.28498	0.416900158	0.235015394
AT5G35790.1 | Symbols: G6PD1 | glucose-6-phosphate dehydrogenase 1 | chr5:13956879-13959686 REVERSE LENGTH=576;AT1G24280.1 | Symbols: G6PD3 | glucose-6-phosphate dehydrogenase 3 | chr1:8609495-8612383 FORWARD LENGTH=599	AT5G35790.1;AT1G24280.1	AT5G35790.1;AT1G24280.1	24.37723	24.2467	24.50839	24.73903	20.07208	20.51595	19.64435	20.31986	4.329778194	9.82E-07
AT5G36160.1 | Symbols:  | Tyrosine transaminase family protein | chr5:14233261-14235129 REVERSE LENGTH=420	AT5G36160.1	AT5G36160.1	22.94401	22.37687	22.82392	22.28045	20.69472	19.3455	19.11249	23.25566	2.004220486	0.083018985
AT5G36230.1 | Symbols:  | ARM repeat superfamily protein | chr5:14273519-14276773 FORWARD LENGTH=411	AT5G36230.1;AT5G54730.1	AT5G36230.1	25.31372	25.38719	25.70377	25.83511	22.22467	19.90912	23.06595	23.31382	3.431557178	0.004728275
AT5G36250.1 | Symbols:  | Protein phosphatase 2C family protein | chr5:14282590-14284376 FORWARD LENGTH=448	AT5G36250.1;AT5G01700.1;AT5G01700.2;AT1G79630.2;AT1G79630.3;AT1G03590.1;AT4G03415.2;AT4G03415.1;AT1G16220.1;AT3G02750.2;AT3G02750.1;AT1G79630.1;AT3G02750.3	AT5G36250.1	19.0418	19.64587	25.55403	20.4549	30.65796	28.87531	28.88282	29.75791	-8.369353771	0.001653406
AT5G36790.3 | Symbols:  | Haloacid dehalogenase-like hydrolase (HAD) superfamily protein | chr5:14481229-14483730 REVERSE LENGTH=362;AT5G36790.2 | Symbols:  | Haloacid dehalogenase-like hydrolase (HAD) superfamily protein | chr5:14481229-14483730 REVERSE L	AT5G36790.3;AT5G36790.2;AT5G36790.1;AT5G36700.4;AT5G36700.2;AT5G36700.1;AT5G36700.3	AT5G36790.3;AT5G36790.2;AT5G36790.1;AT5G36700.4;AT5G36700.2;AT5G36700.1;AT5G36700.3	23.30438	23.24505	22.76263	22.82112	22.71982	20.00512	19.02054	19.72625	2.665362835	0.017713081
AT5G36880.1 | Symbols: ACS | acetyl-CoA synthetase | chr5:14534961-14539084 REVERSE LENGTH=693;AT5G36880.2 | Symbols: ACS | acetyl-CoA synthetase | chr5:14534961-14540296 REVERSE LENGTH=743	AT5G36880.1;AT5G36880.2	AT5G36880.1;AT5G36880.2	19.98801	19.85968	19.38503	20.72935	19.86702	19.96353	18.77385	20.35272	0.2512393	0.587270094
"AT5G37510.1 | Symbols: EMB1467, CI76 | NADH-ubiquinone dehydrogenase, mitochondrial, putative | chr5:14897490-14900352 FORWARD LENGTH=745;AT5G37510.2 | Symbols: EMB1467, CI76 | NADH-ubiquinone dehydrogenase, mitochondrial, putative | chr5:14897490-14900447"	AT5G37510.1;AT5G37510.2	AT5G37510.1;AT5G37510.2	27.70438	26.88518	26.43568	26.06166	22.47778	22.32948	21.26086	22.03701	4.745439053	4.04E-05
"AT5G37600.1 | Symbols: ATGSR1, GLN1;1, GSR 1, ATGLN1;1 | glutamine synthase clone R1 | chr5:14933574-14935656 REVERSE LENGTH=356"	AT5G37600.1;AT5G16570.1	AT5G37600.1	25.36105	24.92633	25.0206	25.10177	23.59149	23.71167	23.01361	23.51965	1.643333435	9.66E-05
AT5G37830.1 | Symbols: OXP1 | oxoprolinase 1 | chr5:15056635-15060525 REVERSE LENGTH=1266	AT5G37830.1	AT5G37830.1	24.68491	24.64647	24.42182	23.80823	23.45739	21.03087	20.98973	18.79193	3.322877884	0.014304713
AT5G38420.1 | Symbols:  | Ribulose bisphosphate carboxylase (small chain) family protein | chr5:15381203-15381978 REVERSE LENGTH=181;AT5G38410.1 | Symbols:  | Ribulose bisphosphate carboxylase (small chain) family protein | chr5:15377501-15378306 REVERSE L	AT5G38420.1;AT5G38410.1;AT5G38410.3;AT5G38410.2	AT5G38420.1;AT5G38410.1;AT5G38410.3;AT5G38410.2	31.15509	30.61193	31.11892	30.84595	31.5489	31.27825	31.08898	30.76319	-0.236856461	0.299379782
AT5G38430.1 | Symbols:  | Ribulose bisphosphate carboxylase (small chain) family protein | chr5:15384350-15385155 REVERSE LENGTH=181	AT5G38430.1	AT5G38430.1	26.84936	26.49898	26.47152	25.93791	27.10069	26.96179	27.15112	26.98305	-0.609724045	0.019778791
"AT5G38480.2 | Symbols: GRF3, RCI1 | general regulatory factor 3 | chr5:15410277-15411285 FORWARD LENGTH=254;AT5G38480.1 | Symbols: GRF3, RCI1 | general regulatory factor 3 | chr5:15410277-15411285 FORWARD LENGTH=255"	AT5G38480.2;AT5G38480.1	AT5G38480.2;AT5G38480.1	24.10326	23.50797	23.95934	23.80164	23.14138	23.85984	22.27293	22.71154	0.846627235	0.057578162
AT5G38520.1 | Symbols:  | alpha/beta-Hydrolases superfamily protein | chr5:15421605-15423234 FORWARD LENGTH=362;AT5G38520.2 | Symbols:  | alpha/beta-Hydrolases superfamily protein | chr5:15421605-15423234 FORWARD LENGTH=374	AT5G38520.1;AT5G38520.2	AT5G38520.1;AT5G38520.2	19.83652	19.41988	23.98581	23.47667	19.23774	19.85364	19.32121	19.37769	2.23214817	0.112213925
AT5G38660.1 | Symbols: APE1 | acclimation of photosynthesis to  environment | chr5:15473285-15475497 REVERSE LENGTH=286;AT5G38660.2 | Symbols: APE1 | acclimation of photosynthesis to  environment | chr5:15471208-15475497 REVERSE LENGTH=431	AT5G38660.1;AT5G38660.2	AT5G38660.1;AT5G38660.2	26.76319	26.43033	26.59804	26.84194	24.49887	24.98872	22.54717	25.67533	2.230855465	0.01658731
"AT5G38830.1 | Symbols:  | Cysteinyl-tRNA synthetase, class Ia family protein | chr5:15545764-15548094 REVERSE LENGTH=511"	AT5G38830.1	AT5G38830.1	21.18918	21.52382	21.28263	21.7494	19.51086	21.76574	20.43089	20.12044	0.979277611	0.093998998
"AT5G39040.1 | Symbols: ALS1, ATTAP2, TAP2 | transporter associated with antigen processing protein 2 | chr5:15625660-15629621 FORWARD LENGTH=644"	AT5G39040.1	AT5G39040.1	18.12663	18.79169	19.0796	19.60992	25.47045	24.80818	26.25317	25.75231	-6.669070244	4.65E-06
AT5G39410.1 | Symbols:  | Saccharopine dehydrogenase  | chr5:15768415-15770274 REVERSE LENGTH=454	AT5G39410.1	AT5G39410.1	21.78485	18.81851	21.80247	21.74624	20.34822	19.91772	21.14547	20.15719	0.645866394	0.442838541
"AT5G39570.1 | Symbols:  | FUNCTIONS IN: molecular_function unknown;INVOLVED IN: biological_process unknown;LOCATED IN: cytosol, nucleus;EXPRESSED IN: 25 plant structures;EXPRESSED DURING: 14 growth stages;BEST Arabidopsis thaliana protein match is: gl"	AT5G39570.1	AT5G39570.1	19.76537	19.66154	20.48414	19.87167	20.0528	22.30711	22.33674	19.15326	-1.016797066	0.26487985
AT5G39580.1 | Symbols:  | Peroxidase superfamily protein | chr5:15847281-15849027 REVERSE LENGTH=319;AT5G39580.2 | Symbols:  | Peroxidase superfamily protein | chr5:15847531-15849027 REVERSE LENGTH=236	AT5G39580.1;AT5G39580.2	AT5G39580.1;AT5G39580.2	24.15174	23.55649	23.95305	22.76808	26.51107	25.68963	27.09909	24.50057	-2.342750549	0.010626347
